Linux 6.14.0-33-generic (revathy-Lenovo-ideapad-130-15IKB) 	11/23/2025 	_x86_64_	(8 CPU)

12:58:53 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:58:55 PM  1000      2586    0.99    0.00    0.00    0.00    0.99     3  ibus-extension-
12:58:55 PM  1000      2815    0.99    0.00    0.00    0.00    0.99     3  xdg-desktop-por
12:58:55 PM  1000     31777    0.99    0.00    0.00    0.00    0.99     6  Isolated Web Co
12:58:55 PM  1000     31779    0.99    0.00    0.00    0.00    0.99     7  Isolated Web Co
12:58:55 PM     0     32459    0.00    0.99    0.00    0.00    0.99     0  kworker/0:1-events
12:58:55 PM  1000     32490   15.84    0.00    0.00    0.00   15.84     7  gnome-terminal-
12:58:55 PM  1000     32683    0.99    1.98    0.00    0.00    2.97     5  top
12:58:55 PM  1000     33077   20.79    0.00    0.00    0.00   20.79     4  gedit
12:58:55 PM     0     33259    0.00    0.99    0.00    0.00    0.99     4  kworker/u33:3-i915_flip
12:58:55 PM  1000     34361    1.98    1.98    0.00    0.00    3.96     2  pidstat

12:58:55 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:58:56 PM     0        17    0.00    1.00    0.00    0.00    1.00     0  ksoftirqd/0
12:58:56 PM     0        18    0.00    1.00    0.00    0.00    1.00     4  rcu_preempt
12:58:56 PM     0       860    1.00    0.00    0.00    0.00    1.00     0  NetworkManager
12:58:56 PM  1000      2244   11.00    4.00    0.00    0.00   15.00     4  gnome-shell
12:58:56 PM  1000      2401    1.00    0.00    0.00    0.00    1.00     4  ibus-daemon
12:58:56 PM  1000      2640    0.00    1.00    0.00    0.00    1.00     1  goa-identity-se
12:58:56 PM  1000      2814    1.00    0.00    0.00    0.00    1.00     4  tracker-miner-f
12:58:56 PM  1000     29377    1.00    0.00    0.00    0.00    1.00     7  code
12:58:56 PM  1000     31254    0.00    1.00    0.00    0.00    1.00     2  firefox
12:58:56 PM  1000     31777    1.00    0.00    0.00    0.00    1.00     7  Isolated Web Co
12:58:56 PM     0     32339    0.00    3.00    0.00    0.00    3.00     5  kworker/u32:0-events_unbound
12:58:56 PM  1000     32490   29.00   11.00    0.00    1.00   40.00     2  gnome-terminal-
12:58:56 PM  1000     32781    0.00    1.00    0.00    0.00    1.00     2  bash
12:58:56 PM  1000     33077    1.00    0.00    0.00    0.00    1.00     4  gedit
12:58:56 PM     0     33725    0.00    2.00    0.00    1.00    2.00     3  kworker/u32:4-events_unbound
12:58:56 PM  1000     34258   44.00   16.00    0.00    0.00   60.00     0  server
12:58:56 PM  1000     34361    1.00    2.00    0.00    0.00    3.00     1  pidstat
12:58:56 PM  1000     34363   51.00   20.00    0.00    0.00   71.00     3  load_generator

12:58:56 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:58:57 PM     0        17    0.00    1.00    0.00    1.00    1.00     0  ksoftirqd/0
12:58:57 PM     0       730    0.00    1.00    0.00    0.00    1.00     0  irq/135-rtw88_pci
12:58:57 PM   123      1231    1.00    0.00    0.00    0.00    1.00     6  mysqld
12:58:57 PM  1000      2244   18.00    6.00    0.00    0.00   24.00     7  gnome-shell
12:58:57 PM  1000      2730    1.00    0.00    0.00    0.00    1.00     1  ibus-engine-sim
12:58:57 PM  1000     29425    1.00    0.00    0.00    0.00    1.00     5  code
12:58:57 PM     0     32339    0.00    1.00    0.00    0.00    1.00     4  kworker/u32:0-i915
12:58:57 PM     0     32454    0.00    3.00    0.00    1.00    3.00     6  kworker/u32:6-events_unbound
12:58:57 PM     0     32459    0.00    1.00    0.00    1.00    1.00     0  kworker/0:1-i915-unordered
12:58:57 PM  1000     32490   41.00   18.00    0.00    0.00   59.00     1  gnome-terminal-
12:58:57 PM     0     33259    0.00    1.00    0.00    1.00    1.00     6  kworker/u33:3+i915_flip
12:58:57 PM     0     33725    0.00    3.00    0.00    0.00    3.00     6  kworker/u32:4-events_unbound
12:58:57 PM  1000     34258   70.00   24.00    0.00    0.00   94.00     0  server
12:58:57 PM   122     34273    1.00    0.00    0.00    0.00    1.00     2  postgres
12:58:57 PM   122     34348    1.00    0.00    0.00    0.00    1.00     7  postgres
12:58:57 PM  1000     34361    0.00    2.00    0.00    0.00    2.00     5  pidstat
12:58:57 PM  1000     34363   75.00   29.00    0.00    0.00  104.00     3  load_generator

12:58:57 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:58:58 PM  1000      2244   16.00    4.00    0.00    0.00   20.00     7  gnome-shell
12:58:58 PM  1000      2401    1.00    0.00    0.00    0.00    1.00     4  ibus-daemon
12:58:58 PM  1000      2640    1.00    0.00    0.00    0.00    1.00     1  goa-identity-se
12:58:58 PM  1000     29425    0.00    1.00    0.00    0.00    1.00     5  code
12:58:58 PM     0     32339    0.00    1.00    0.00    1.00    1.00     2  kworker/u32:0-events_unbound
12:58:58 PM  1000     32400    1.00    0.00    0.00    0.00    1.00     4  cpptools
12:58:58 PM     0     32454    0.00    2.00    0.00    0.00    2.00     2  kworker/u32:6-events_unbound
12:58:58 PM  1000     32490   42.00   17.00    0.00    0.00   59.00     3  gnome-terminal-
12:58:58 PM  1000     32683    1.00    1.00    0.00    1.00    2.00     5  top
12:58:58 PM     0     33259    0.00    1.00    0.00    0.00    1.00     6  kworker/u33:3+i915_flip
12:58:58 PM     0     33725    0.00    3.00    0.00    0.00    3.00     3  kworker/u32:4-events_unbound
12:58:58 PM  1000     34258   67.00   20.00    0.00    0.00   87.00     0  server
12:58:58 PM   122     34259    1.00    0.00    0.00    0.00    1.00     5  postgres
12:58:58 PM   122     34261    1.00    0.00    0.00    0.00    1.00     5  postgres
12:58:58 PM   122     34262    1.00    0.00    0.00    0.00    1.00     1  postgres
12:58:58 PM   122     34271    1.00    0.00    0.00    0.00    1.00     4  postgres
12:58:58 PM   122     34274    1.00    0.00    0.00    0.00    1.00     6  postgres
12:58:58 PM   122     34289    1.00    0.00    0.00    0.00    1.00     7  postgres
12:58:58 PM   122     34295    1.00    0.00    0.00    0.00    1.00     6  postgres
12:58:58 PM   122     34296    1.00    0.00    0.00    0.00    1.00     2  postgres
12:58:58 PM   122     34299    1.00    0.00    0.00    0.00    1.00     5  postgres
12:58:58 PM   122     34319    1.00    0.00    0.00    0.00    1.00     1  postgres
12:58:58 PM   122     34320    1.00    0.00    0.00    0.00    1.00     5  postgres
12:58:58 PM   122     34323    1.00    0.00    0.00    0.00    1.00     6  postgres
12:58:58 PM   122     34332    1.00    0.00    0.00    0.00    1.00     3  postgres
12:58:58 PM   122     34333    1.00    0.00    0.00    0.00    1.00     5  postgres
12:58:58 PM   122     34338    1.00    0.00    0.00    0.00    1.00     2  postgres
12:58:58 PM  1000     34361    1.00    1.00    0.00    0.00    2.00     5  pidstat
12:58:58 PM  1000     34363   72.00   29.00    0.00    0.00  101.00     3  load_generator

12:58:58 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:58:59 PM     0        17    0.00    1.00    0.00    0.00    1.00     0  ksoftirqd/0
12:58:59 PM   123      1231    1.00    0.00    0.00    0.00    1.00     6  mysqld
12:58:59 PM  1000      2244    5.00    1.00    0.00    0.00    6.00     2  gnome-shell
12:58:59 PM  1000      2401    1.00    0.00    0.00    0.00    1.00     6  ibus-daemon
12:58:59 PM     0     32339    0.00    1.00    0.00    0.00    1.00     3  kworker/u32:0-events_unbound
12:58:59 PM     0     32454    0.00    1.00    0.00    0.00    1.00     1  kworker/u32:6-flush-8:0
12:58:59 PM  1000     32490   25.00   21.00    0.00    0.00   46.00     3  gnome-terminal-
12:58:59 PM     0     32804    0.00    3.00    0.00    0.00    3.00     7  kworker/u32:1-events_unbound
12:58:59 PM     0     33725    0.00    2.00    0.00    0.00    2.00     7  kworker/u32:4-events_power_efficient
12:58:59 PM  1000     34258   70.00   25.00    0.00    0.00   95.00     0  server
12:58:59 PM   122     34260    1.00    0.00    0.00    0.00    1.00     7  postgres
12:58:59 PM   122     34263    1.00    0.00    0.00    0.00    1.00     7  postgres
12:58:59 PM   122     34264    1.00    0.00    0.00    0.00    1.00     7  postgres
12:58:59 PM   122     34266    1.00    0.00    0.00    0.00    1.00     6  postgres
12:58:59 PM   122     34267    1.00    0.00    0.00    0.00    1.00     6  postgres
12:58:59 PM   122     34275    1.00    0.00    0.00    0.00    1.00     1  postgres
12:58:59 PM   122     34276    1.00    0.00    0.00    0.00    1.00     1  postgres
12:58:59 PM   122     34278    1.00    0.00    0.00    0.00    1.00     7  postgres
12:58:59 PM   122     34280    1.00    0.00    0.00    0.00    1.00     6  postgres
12:58:59 PM   122     34282    1.00    0.00    0.00    0.00    1.00     1  postgres
12:58:59 PM   122     34285    1.00    0.00    0.00    0.00    1.00     6  postgres
12:58:59 PM   122     34286    1.00    0.00    0.00    0.00    1.00     6  postgres
12:58:59 PM   122     34288    1.00    0.00    0.00    0.00    1.00     7  postgres
12:58:59 PM   122     34292    1.00    0.00    0.00    0.00    1.00     7  postgres
12:58:59 PM   122     34293    1.00    0.00    0.00    0.00    1.00     6  postgres
12:58:59 PM   122     34298    1.00    0.00    0.00    0.00    1.00     7  postgres
12:58:59 PM   122     34300    1.00    0.00    0.00    0.00    1.00     2  postgres
12:58:59 PM   122     34301    1.00    0.00    0.00    0.00    1.00     7  postgres
12:58:59 PM   122     34302    1.00    0.00    0.00    0.00    1.00     6  postgres
12:58:59 PM   122     34303    1.00    0.00    0.00    0.00    1.00     5  postgres
12:58:59 PM   122     34304    1.00    0.00    0.00    0.00    1.00     7  postgres
12:58:59 PM   122     34306    1.00    0.00    0.00    0.00    1.00     5  postgres
12:58:59 PM   122     34308    1.00    0.00    0.00    0.00    1.00     7  postgres
12:58:59 PM   122     34312    1.00    0.00    0.00    0.00    1.00     7  postgres
12:58:59 PM   122     34313    1.00    0.00    0.00    0.00    1.00     5  postgres
12:58:59 PM   122     34314    1.00    0.00    0.00    0.00    1.00     2  postgres
12:58:59 PM   122     34317    1.00    0.00    0.00    0.00    1.00     6  postgres
12:58:59 PM   122     34318    1.00    0.00    0.00    0.00    1.00     3  postgres
12:58:59 PM   122     34321    1.00    0.00    0.00    0.00    1.00     7  postgres
12:58:59 PM   122     34322    1.00    0.00    0.00    0.00    1.00     1  postgres
12:58:59 PM   122     34324    1.00    0.00    0.00    0.00    1.00     7  postgres
12:58:59 PM   122     34325    1.00    0.00    0.00    0.00    1.00     2  postgres
12:58:59 PM   122     34326    1.00    0.00    0.00    0.00    1.00     6  postgres
12:58:59 PM   122     34327    1.00    0.00    0.00    0.00    1.00     6  postgres
12:58:59 PM   122     34328    1.00    0.00    0.00    0.00    1.00     5  postgres
12:58:59 PM   122     34329    1.00    0.00    0.00    0.00    1.00     6  postgres
12:58:59 PM   122     34330    1.00    0.00    0.00    0.00    1.00     7  postgres
12:58:59 PM   122     34331    1.00    0.00    0.00    0.00    1.00     6  postgres
12:58:59 PM   122     34337    1.00    0.00    0.00    0.00    1.00     6  postgres
12:58:59 PM   122     34340    1.00    0.00    0.00    0.00    1.00     2  postgres
12:58:59 PM   122     34341    1.00    0.00    0.00    0.00    1.00     4  postgres
12:58:59 PM   122     34344    1.00    0.00    0.00    0.00    1.00     6  postgres
12:58:59 PM   122     34346    1.00    0.00    0.00    0.00    1.00     2  postgres
12:58:59 PM   122     34347    1.00    0.00    0.00    0.00    1.00     6  postgres
12:58:59 PM   122     34350    1.00    0.00    0.00    0.00    1.00     7  postgres
12:58:59 PM   122     34352    1.00    0.00    0.00    0.00    1.00     7  postgres
12:58:59 PM  1000     34361    2.00    1.00    0.00    0.00    3.00     5  pidstat
12:58:59 PM  1000     34363   83.00   27.00    0.00    0.00  110.00     3  load_generator

12:58:59 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:59:00 PM  1000      2244    1.00    1.00    0.00    0.00    2.00     7  gnome-shell
12:59:00 PM     0     32339    0.00    1.00    0.00    0.00    1.00     7  kworker/u32:0-events_unbound
12:59:00 PM  1000     32490   24.00   22.00    0.00    0.00   46.00     6  gnome-terminal-
12:59:00 PM     0     32804    0.00    3.00    0.00    0.00    3.00     3  kworker/u32:1-events_unbound
12:59:00 PM     0     33725    0.00    2.00    0.00    0.00    2.00     6  kworker/u32:4-events_unbound
12:59:00 PM  1000     34258   73.00   22.00    0.00    0.00   95.00     0  server
12:59:00 PM   122     34265    1.00    0.00    0.00    0.00    1.00     7  postgres
12:59:00 PM   122     34269    0.00    1.00    0.00    0.00    1.00     5  postgres
12:59:00 PM   122     34270    1.00    0.00    0.00    0.00    1.00     4  postgres
12:59:00 PM   122     34272    1.00    0.00    0.00    0.00    1.00     1  postgres
12:59:00 PM   122     34277    1.00    0.00    0.00    0.00    1.00     1  postgres
12:59:00 PM   122     34279    1.00    0.00    0.00    0.00    1.00     7  postgres
12:59:00 PM   122     34281    1.00    0.00    0.00    0.00    1.00     4  postgres
12:59:00 PM   122     34284    1.00    0.00    0.00    0.00    1.00     1  postgres
12:59:00 PM   122     34290    1.00    0.00    0.00    0.00    1.00     6  postgres
12:59:00 PM   122     34294    1.00    0.00    0.00    0.00    1.00     6  postgres
12:59:00 PM   122     34305    1.00    0.00    0.00    0.00    1.00     7  postgres
12:59:00 PM   122     34310    1.00    0.00    0.00    0.00    1.00     6  postgres
12:59:00 PM   122     34311    1.00    0.00    0.00    0.00    1.00     7  postgres
12:59:00 PM   122     34316    1.00    0.00    0.00    0.00    1.00     7  postgres
12:59:00 PM   122     34335    1.00    0.00    0.00    0.00    1.00     4  postgres
12:59:00 PM   122     34336    1.00    0.00    0.00    0.00    1.00     4  postgres
12:59:00 PM   122     34343    1.00    0.00    0.00    0.00    1.00     5  postgres
12:59:00 PM   122     34348    1.00    0.00    0.00    0.00    1.00     6  postgres
12:59:00 PM   122     34349    1.00    0.00    0.00    0.00    1.00     7  postgres
12:59:00 PM   122     34351    1.00    0.00    0.00    0.00    1.00     7  postgres
12:59:00 PM  1000     34361    0.00    2.00    0.00    0.00    2.00     5  pidstat
12:59:00 PM  1000     34363   78.00   27.00    0.00    0.00  105.00     3  load_generator

12:59:00 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:59:01 PM     0        18    0.00    1.00    0.00    0.00    1.00     7  rcu_preempt
12:59:01 PM     0       730    0.00    1.00    0.00    0.00    1.00     0  irq/135-rtw88_pci
12:59:01 PM  1000      2244    1.00    0.00    0.00    0.00    1.00     3  gnome-shell
12:59:01 PM  1000     31496    1.00    0.00    0.00    0.00    1.00     2  Privileged Cont
12:59:01 PM     0     32339    0.00    2.00    0.00    0.00    2.00     1  kworker/u32:0-events_unbound
12:59:01 PM  1000     32490   23.00   21.00    0.00    0.00   44.00     4  gnome-terminal-
12:59:01 PM     0     32804    0.00    2.00    0.00    0.00    2.00     3  kworker/u32:1-events_unbound
12:59:01 PM     0     33725    0.00    4.00    0.00    0.00    4.00     7  kworker/u32:4-events_unbound
12:59:01 PM  1000     34258   72.00   22.00    0.00    0.00   94.00     0  server
12:59:01 PM   122     34262    1.00    0.00    0.00    0.00    1.00     6  postgres
12:59:01 PM   122     34268    1.00    0.00    0.00    0.00    1.00     7  postgres
12:59:01 PM   122     34279    0.00    1.00    0.00    0.00    1.00     7  postgres
12:59:01 PM   122     34283    1.00    0.00    0.00    0.00    1.00     7  postgres
12:59:01 PM   122     34287    1.00    0.00    0.00    0.00    1.00     4  postgres
12:59:01 PM   122     34291    1.00    0.00    0.00    0.00    1.00     7  postgres
12:59:01 PM   122     34297    1.00    0.00    0.00    0.00    1.00     6  postgres
12:59:01 PM   122     34307    1.00    0.00    0.00    0.00    1.00     7  postgres
12:59:01 PM   122     34315    1.00    0.00    0.00    0.00    1.00     5  postgres
12:59:01 PM   122     34333    1.00    0.00    0.00    0.00    1.00     3  postgres
12:59:01 PM   122     34334    1.00    0.00    0.00    0.00    1.00     6  postgres
12:59:01 PM   122     34339    1.00    0.00    0.00    0.00    1.00     6  postgres
12:59:01 PM   122     34342    1.00    0.00    0.00    0.00    1.00     6  postgres
12:59:01 PM   122     34345    1.00    0.00    0.00    0.00    1.00     2  postgres
12:59:01 PM   122     34353    1.00    0.00    0.00    0.00    1.00     7  postgres
12:59:01 PM  1000     34361    1.00    1.00    0.00    0.00    2.00     5  pidstat
12:59:01 PM  1000     34363   82.00   26.00    0.00    0.00  108.00     3  load_generator

12:59:01 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:59:02 PM     0        57    0.00    1.00    0.00    0.00    1.00     6  ksoftirqd/6
12:59:02 PM  1000     30949    3.00    0.00    0.00    0.00    3.00     3  code
12:59:02 PM     0     32339    0.00    3.00    0.00    0.00    3.00     6  kworker/u32:0-events_unbound
12:59:02 PM  1000     32490   23.00   22.00    0.00    0.00   45.00     3  gnome-terminal-
12:59:02 PM     0     32804    0.00    1.00    0.00    0.00    1.00     2  kworker/u32:1-events_unbound
12:59:02 PM     0     33725    0.00    2.00    0.00    0.00    2.00     5  kworker/u32:4-events_unbound
12:59:02 PM  1000     34258   73.00   23.00    0.00    0.00   96.00     0  server
12:59:02 PM   122     34259    0.00    1.00    0.00    0.00    1.00     6  postgres
12:59:02 PM   122     34267    1.00    0.00    0.00    0.00    1.00     6  postgres
12:59:02 PM   122     34269    1.00    0.00    0.00    0.00    1.00     6  postgres
12:59:02 PM   122     34271    1.00    0.00    0.00    0.00    1.00     7  postgres
12:59:02 PM   122     34273    1.00    0.00    0.00    0.00    1.00     5  postgres
12:59:02 PM   122     34280    1.00    0.00    0.00    0.00    1.00     6  postgres
12:59:02 PM   122     34289    1.00    0.00    0.00    0.00    1.00     7  postgres
12:59:02 PM   122     34292    1.00    0.00    0.00    0.00    1.00     6  postgres
12:59:02 PM   122     34295    1.00    0.00    0.00    0.00    1.00     5  postgres
12:59:02 PM   122     34296    1.00    0.00    0.00    0.00    1.00     6  postgres
12:59:02 PM   122     34300    0.00    1.00    0.00    0.00    1.00     6  postgres
12:59:02 PM   122     34302    1.00    0.00    0.00    0.00    1.00     4  postgres
12:59:02 PM   122     34303    0.00    1.00    0.00    0.00    1.00     5  postgres
12:59:02 PM   122     34304    1.00    0.00    0.00    0.00    1.00     5  postgres
12:59:02 PM   122     34309    1.00    0.00    0.00    0.00    1.00     7  postgres
12:59:02 PM   122     34313    1.00    0.00    0.00    0.00    1.00     7  postgres
12:59:02 PM   122     34319    1.00    0.00    0.00    0.00    1.00     1  postgres
12:59:02 PM   122     34328    0.00    1.00    0.00    0.00    1.00     7  postgres
12:59:02 PM   122     34331    1.00    0.00    0.00    0.00    1.00     6  postgres
12:59:02 PM   122     34338    1.00    0.00    0.00    0.00    1.00     5  postgres
12:59:02 PM  1000     34361    1.00    1.00    0.00    0.00    2.00     1  pidstat
12:59:02 PM  1000     34363   84.00   27.00    0.00    0.00  111.00     3  load_generator

12:59:02 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:59:03 PM   123      1231    1.00    0.00    0.00    0.00    1.00     6  mysqld
12:59:03 PM  1000      2244    1.00    0.00    0.00    0.00    1.00     7  gnome-shell
12:59:03 PM     0     32339    0.00    4.00    0.00    0.00    4.00     6  kworker/u32:0-events_unbound
12:59:03 PM  1000     32490   22.00   23.00    0.00    1.00   45.00     4  gnome-terminal-
12:59:03 PM     0     32804    0.00    3.00    0.00    0.00    3.00     7  kworker/u32:1-events_unbound
12:59:03 PM     0     33725    0.00    1.00    0.00    0.00    1.00     4  kworker/u32:4-events_unbound
12:59:03 PM  1000     34258   69.00   24.00    0.00    0.00   93.00     0  server
12:59:03 PM   122     34259    1.00    0.00    0.00    0.00    1.00     7  postgres
12:59:03 PM   122     34260    1.00    0.00    0.00    0.00    1.00     4  postgres
12:59:03 PM   122     34263    1.00    0.00    0.00    0.00    1.00     6  postgres
12:59:03 PM   122     34265    0.00    1.00    0.00    0.00    1.00     2  postgres
12:59:03 PM   122     34274    1.00    0.00    0.00    0.00    1.00     6  postgres
12:59:03 PM   122     34275    1.00    0.00    0.00    0.00    1.00     7  postgres
12:59:03 PM   122     34276    0.00    1.00    0.00    0.00    1.00     7  postgres
12:59:03 PM   122     34282    1.00    0.00    0.00    0.00    1.00     2  postgres
12:59:03 PM   122     34293    1.00    0.00    0.00    0.00    1.00     7  postgres
12:59:03 PM   122     34299    1.00    0.00    0.00    0.00    1.00     1  postgres
12:59:03 PM   122     34301    1.00    0.00    0.00    0.00    1.00     4  postgres
12:59:03 PM   122     34303    1.00    0.00    0.00    0.00    1.00     3  postgres
12:59:03 PM   122     34306    1.00    0.00    0.00    0.00    1.00     7  postgres
12:59:03 PM   122     34312    0.00    1.00    0.00    0.00    1.00     7  postgres
12:59:03 PM   122     34314    1.00    0.00    0.00    0.00    1.00     5  postgres
12:59:03 PM   122     34318    1.00    0.00    0.00    0.00    1.00     7  postgres
12:59:03 PM   122     34320    1.00    0.00    0.00    0.00    1.00     6  postgres
12:59:03 PM   122     34323    1.00    0.00    0.00    0.00    1.00     1  postgres
12:59:03 PM   122     34324    1.00    0.00    0.00    0.00    1.00     6  postgres
12:59:03 PM   122     34325    0.00    1.00    0.00    0.00    1.00     4  postgres
12:59:03 PM   122     34326    1.00    0.00    0.00    0.00    1.00     7  postgres
12:59:03 PM   122     34327    1.00    0.00    0.00    0.00    1.00     7  postgres
12:59:03 PM   122     34329    1.00    0.00    0.00    0.00    1.00     5  postgres
12:59:03 PM   122     34330    1.00    0.00    0.00    0.00    1.00     1  postgres
12:59:03 PM   122     34332    1.00    0.00    0.00    0.00    1.00     7  postgres
12:59:03 PM   122     34340    1.00    0.00    0.00    0.00    1.00     6  postgres
12:59:03 PM   122     34344    1.00    0.00    0.00    0.00    1.00     7  postgres
12:59:03 PM   122     34347    1.00    0.00    0.00    0.00    1.00     2  postgres
12:59:03 PM  1000     34361    1.00    1.00    0.00    0.00    2.00     1  pidstat
12:59:03 PM  1000     34363   82.00   31.00    0.00    0.00  113.00     3  load_generator

12:59:03 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:59:04 PM   123      1231    0.00    1.00    0.00    0.00    1.00     6  mysqld
12:59:04 PM  1000      2244    3.00    1.00    0.00    0.00    4.00     2  gnome-shell
12:59:04 PM  1000     31777    0.00    1.00    0.00    0.00    1.00     1  Isolated Web Co
12:59:04 PM     0     32339    0.00    3.00    0.00    0.00    3.00     6  kworker/u32:0-events_unbound
12:59:04 PM  1000     32490   23.00   23.00    0.00    0.00   46.00     3  gnome-terminal-
12:59:04 PM  1000     32683    1.00    1.00    0.00    0.00    2.00     5  top
12:59:04 PM     0     32804    0.00    2.00    0.00    0.00    2.00     7  kworker/u32:1-events_unbound
12:59:04 PM     0     33725    0.00    1.00    0.00    0.00    1.00     5  kworker/u32:4-events_unbound
12:59:04 PM  1000     34258   74.00   22.00    0.00    0.00   96.00     0  server
12:59:04 PM   122     34261    1.00    0.00    0.00    0.00    1.00     6  postgres
12:59:04 PM   122     34264    1.00    0.00    0.00    0.00    1.00     5  postgres
12:59:04 PM   122     34270    1.00    0.00    0.00    0.00    1.00     3  postgres
12:59:04 PM   122     34277    1.00    0.00    0.00    0.00    1.00     6  postgres
12:59:04 PM   122     34278    1.00    0.00    0.00    0.00    1.00     5  postgres
12:59:04 PM   122     34281    1.00    0.00    0.00    0.00    1.00     6  postgres
12:59:04 PM   122     34286    1.00    0.00    0.00    0.00    1.00     6  postgres
12:59:04 PM   122     34288    1.00    0.00    0.00    0.00    1.00     7  postgres
12:59:04 PM   122     34290    1.00    0.00    0.00    0.00    1.00     5  postgres
12:59:04 PM   122     34291    0.00    1.00    0.00    0.00    1.00     5  postgres
12:59:04 PM   122     34297    1.00    0.00    0.00    0.00    1.00     4  postgres
12:59:04 PM   122     34298    1.00    0.00    0.00    0.00    1.00     5  postgres
12:59:04 PM   122     34305    1.00    0.00    0.00    0.00    1.00     6  postgres
12:59:04 PM   122     34311    1.00    0.00    0.00    0.00    1.00     1  postgres
12:59:04 PM   122     34316    1.00    0.00    0.00    0.00    1.00     6  postgres
12:59:04 PM   122     34317    1.00    0.00    0.00    0.00    1.00     5  postgres
12:59:04 PM   122     34321    1.00    0.00    0.00    0.00    1.00     7  postgres
12:59:04 PM   122     34322    1.00    0.00    0.00    0.00    1.00     5  postgres
12:59:04 PM   122     34323    0.00    1.00    0.00    0.00    1.00     2  postgres
12:59:04 PM   122     34325    1.00    0.00    0.00    0.00    1.00     7  postgres
12:59:04 PM   122     34334    1.00    0.00    0.00    0.00    1.00     5  postgres
12:59:04 PM   122     34336    1.00    0.00    0.00    0.00    1.00     5  postgres
12:59:04 PM   122     34337    1.00    0.00    0.00    0.00    1.00     6  postgres
12:59:04 PM   122     34339    1.00    0.00    0.00    0.00    1.00     4  postgres
12:59:04 PM   122     34343    0.00    1.00    0.00    0.00    1.00     5  postgres
12:59:04 PM   122     34346    1.00    0.00    0.00    0.00    1.00     6  postgres
12:59:04 PM   122     34348    1.00    0.00    0.00    0.00    1.00     6  postgres
12:59:04 PM   122     34350    1.00    0.00    0.00    0.00    1.00     7  postgres
12:59:04 PM   122     34352    1.00    0.00    0.00    0.00    1.00     6  postgres
12:59:04 PM  1000     34361    1.00    1.00    0.00    0.00    2.00     1  pidstat
12:59:04 PM  1000     34363   80.00   29.00    0.00    0.00  109.00     3  load_generator

12:59:04 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:59:05 PM     0       730    0.00    1.00    0.00    0.00    1.00     0  irq/135-rtw88_pci
12:59:05 PM   122      1238    1.00    0.00    0.00    0.00    1.00     1  postgres
12:59:05 PM  1000      2244    1.00    0.00    0.00    0.00    1.00     7  gnome-shell
12:59:05 PM  1000     29425    1.00    0.00    0.00    0.00    1.00     6  code
