Linux 6.14.0-33-generic (revathy-Lenovo-ideapad-130-15IKB) 	11/20/2025 	_x86_64_	(8 CPU)

10:05:17 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:05:22 AM   122      7501    1.00    0.00    0.00    0.00    1.00     1  postgres
10:05:22 AM   122      7504    1.00    0.00    0.00    0.00    1.00     3  postgres
10:05:22 AM   122      7518    1.00    0.00    0.00    0.00    1.00     2  postgres
10:05:22 AM   122      7521    1.00    0.00    0.00    0.00    1.00     5  postgres
10:05:22 AM  1000      7542   60.00   28.00    0.00    0.00   88.00     2  load_generator
10:05:22 AM  1000      7548    3.00    5.00    0.00    0.00    8.00     6  pidstat

10:05:22 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:05:23 AM     0        18    0.00    1.00    0.00    0.00    1.00     6  rcu_preempt
10:05:23 AM  1000      2138    1.00    1.00    0.00    0.00    2.00     2  gnome-shell
10:05:23 AM  1000      3195    0.00    1.00    0.00    0.00    1.00     4  code
10:05:23 AM  1000      4391    6.00    5.00    0.00    0.00   11.00     2  Isolated Web Co
10:05:23 AM  1000      4529   22.00   18.00    0.00    0.00   40.00     4  gnome-terminal-
10:05:23 AM     0      7137    0.00    4.00    0.00    0.00    4.00     7  kworker/u32:0-events_unbound
10:05:23 AM     0      7183    0.00    2.00    0.00    0.00    2.00     5  kworker/u32:9-events_power_efficient
10:05:23 AM     0      7202    0.00    2.00    0.00    0.00    2.00     2  kworker/u32:27-events_unbound
10:05:23 AM  1000      7427   54.00   20.00    0.00    0.00   74.00     0  server
10:05:23 AM   122      7428    1.00    0.00    0.00    0.00    1.00     3  postgres
10:05:23 AM   122      7430    0.00    1.00    0.00    0.00    1.00     1  postgres
10:05:23 AM   122      7433    1.00    0.00    0.00    0.00    1.00     3  postgres
10:05:23 AM   122      7438    1.00    0.00    0.00    0.00    1.00     5  postgres
10:05:23 AM   122      7458    1.00    0.00    0.00    0.00    1.00     6  postgres
10:05:23 AM   122      7459    0.00    1.00    0.00    0.00    1.00     2  postgres
10:05:23 AM   122      7464    1.00    0.00    0.00    0.00    1.00     2  postgres
10:05:23 AM   122      7473    1.00    0.00    0.00    0.00    1.00     2  postgres
10:05:23 AM   122      7475    0.00    1.00    0.00    0.00    1.00     2  postgres
10:05:23 AM   122      7479    1.00    0.00    0.00    0.00    1.00     7  postgres
10:05:23 AM   122      7491    0.00    1.00    0.00    0.00    1.00     6  postgres
10:05:23 AM   122      7500    1.00    0.00    0.00    0.00    1.00     1  postgres
10:05:23 AM   122      7502    1.00    0.00    0.00    0.00    1.00     3  postgres
10:05:23 AM   122      7510    0.00    1.00    0.00    0.00    1.00     2  postgres
10:05:23 AM   122      7521    0.00    1.00    0.00    0.00    1.00     5  postgres
10:05:23 AM   122      7522    1.00    0.00    0.00    0.00    1.00     1  postgres
10:05:23 AM  1000      7542   62.00   26.00    0.00    0.00   88.00     2  load_generator
10:05:23 AM  1000      7548    2.00    4.00    0.00    0.00    6.00     6  pidstat

10:05:23 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:05:24 AM  1000      3123    0.00    1.00    0.00    0.00    1.00     3  code
10:05:24 AM  1000      3195    1.00    0.00    0.00    0.00    1.00     1  code
10:05:24 AM  1000      3862    0.00    1.00    0.00    0.00    1.00     7  firefox
10:05:24 AM  1000      4391    1.00    1.00    0.00    0.00    2.00     2  Isolated Web Co
10:05:24 AM  1000      4529   18.00   20.00    0.00    0.00   38.00     4  gnome-terminal-
10:05:24 AM     0      7017    0.00    1.00    0.00    0.00    1.00     7  kworker/u33:2-rtw_tx_wq
10:05:24 AM     0      7137    0.00    3.00    0.00    0.00    3.00     5  kworker/u32:0-events_unbound
10:05:24 AM     0      7202    0.00    3.00    0.00    0.00    3.00     1  kworker/u32:27-events_unbound
10:05:24 AM  1000      7427   50.00   21.00    0.00    0.00   71.00     0  server
10:05:24 AM   122      7430    1.00    0.00    0.00    0.00    1.00     2  postgres
10:05:24 AM   122      7436    0.00    1.00    0.00    0.00    1.00     2  postgres
10:05:24 AM   122      7439    1.00    0.00    0.00    0.00    1.00     7  postgres
10:05:24 AM   122      7440    1.00    0.00    0.00    0.00    1.00     1  postgres
10:05:24 AM   122      7444    1.00    1.00    0.00    0.00    2.00     2  postgres
10:05:24 AM   122      7447    1.00    0.00    0.00    0.00    1.00     2  postgres
10:05:24 AM   122      7450    0.00    1.00    0.00    0.00    1.00     2  postgres
10:05:24 AM   122      7453    1.00    0.00    0.00    0.00    1.00     7  postgres
10:05:24 AM   122      7454    0.00    1.00    0.00    0.00    1.00     7  postgres
10:05:24 AM   122      7456    1.00    0.00    0.00    0.00    1.00     2  postgres
10:05:24 AM   122      7458    0.00    1.00    0.00    0.00    1.00     1  postgres
10:05:24 AM   122      7468    1.00    0.00    0.00    0.00    1.00     2  postgres
10:05:24 AM   122      7469    1.00    0.00    0.00    0.00    1.00     2  postgres
10:05:24 AM   122      7470    1.00    1.00    0.00    0.00    2.00     2  postgres
10:05:24 AM   122      7477    0.00    1.00    0.00    0.00    1.00     3  postgres
10:05:24 AM   122      7481    0.00    1.00    0.00    0.00    1.00     4  postgres
10:05:24 AM   122      7483    1.00    0.00    0.00    0.00    1.00     3  postgres
10:05:24 AM   122      7487    1.00    0.00    0.00    0.00    1.00     2  postgres
10:05:24 AM   122      7490    1.00    0.00    0.00    0.00    1.00     3  postgres
10:05:24 AM   122      7499    0.00    1.00    0.00    0.00    1.00     3  postgres
10:05:24 AM   122      7503    1.00    0.00    0.00    0.00    1.00     1  postgres
10:05:24 AM   122      7505    1.00    0.00    0.00    0.00    1.00     5  postgres
10:05:24 AM   122      7506    1.00    0.00    0.00    0.00    1.00     1  postgres
10:05:24 AM   122      7508    1.00    0.00    0.00    0.00    1.00     7  postgres
10:05:24 AM   122      7512    1.00    0.00    0.00    0.00    1.00     5  postgres
10:05:24 AM   122      7513    1.00    0.00    0.00    0.00    1.00     5  postgres
10:05:24 AM   122      7515    1.00    0.00    0.00    0.00    1.00     2  postgres
10:05:24 AM   122      7517    1.00    0.00    0.00    0.00    1.00     5  postgres
10:05:24 AM   122      7519    1.00    0.00    0.00    0.00    1.00     2  postgres
10:05:24 AM  1000      7542   72.00   28.00    0.00    0.00  100.00     2  load_generator
10:05:24 AM  1000      7548    2.00    5.00    0.00    0.00    7.00     6  pidstat

10:05:24 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:05:25 AM     0        18    0.00    1.00    0.00    0.00    1.00     2  rcu_preempt
10:05:25 AM  1000      4529   21.00   21.00    0.00    0.00   42.00     6  gnome-terminal-
10:05:25 AM     0      7137    0.00    4.00    0.00    0.00    4.00     2  kworker/u32:0-events_unbound
10:05:25 AM     0      7202    0.00    4.00    0.00    0.00    4.00     7  kworker/u32:27-events_unbound
10:05:25 AM  1000      7401    0.00    2.00    0.00    0.00    2.00     3  top
10:05:25 AM  1000      7427   56.00   21.00    0.00    0.00   77.00     0  server
10:05:25 AM   122      7428    0.00    1.00    0.00    0.00    1.00     3  postgres
10:05:25 AM   122      7429    1.00    0.00    0.00    0.00    1.00     2  postgres
10:05:25 AM   122      7431    1.00    0.00    0.00    0.00    1.00     5  postgres
10:05:25 AM   122      7432    1.00    0.00    0.00    0.00    1.00     2  postgres
10:05:25 AM   122      7437    0.00    1.00    0.00    0.00    1.00     3  postgres
10:05:25 AM   122      7442    1.00    0.00    0.00    0.00    1.00     2  postgres
10:05:25 AM   122      7448    1.00    0.00    0.00    0.00    1.00     5  postgres
10:05:25 AM   122      7450    1.00    0.00    0.00    0.00    1.00     2  postgres
10:05:25 AM   122      7451    1.00    0.00    0.00    0.00    1.00     4  postgres
10:05:25 AM   122      7460    1.00    0.00    0.00    0.00    1.00     5  postgres
10:05:25 AM   122      7465    0.00    1.00    0.00    0.00    1.00     2  postgres
10:05:25 AM   122      7467    1.00    0.00    0.00    0.00    1.00     1  postgres
10:05:25 AM   122      7474    1.00    0.00    0.00    0.00    1.00     2  postgres
10:05:25 AM   122      7476    1.00    0.00    0.00    0.00    1.00     5  postgres
10:05:25 AM   122      7480    0.00    1.00    0.00    0.00    1.00     2  postgres
10:05:25 AM   122      7484    1.00    0.00    0.00    0.00    1.00     1  postgres
10:05:25 AM   122      7485    1.00    0.00    0.00    0.00    1.00     2  postgres
10:05:25 AM   122      7500    1.00    0.00    0.00    0.00    1.00     1  postgres
10:05:25 AM   122      7509    1.00    0.00    0.00    0.00    1.00     1  postgres
10:05:25 AM   122      7514    0.00    1.00    0.00    0.00    1.00     2  postgres
10:05:25 AM   122      7520    1.00    0.00    0.00    0.00    1.00     4  postgres
10:05:25 AM  1000      7542   60.00   26.00    0.00    0.00   86.00     2  load_generator
10:05:25 AM  1000      7548    4.00    5.00    0.00    0.00    9.00     5  pidstat

10:05:25 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:05:26 AM  1000      4529   22.00   17.00    0.00    0.00   39.00     6  gnome-terminal-
10:05:26 AM     0      7137    0.00    4.00    0.00    0.00    4.00     7  kworker/u32:0-events_unbound
10:05:26 AM     0      7183    0.00    3.00    0.00    0.00    3.00     2  kworker/u32:9-events_unbound
10:05:26 AM  1000      7401    1.00    0.00    0.00    0.00    1.00     3  top
10:05:26 AM  1000      7427   50.00   22.00    0.00    0.00   72.00     0  server
10:05:26 AM   122      7441    1.00    0.00    0.00    0.00    1.00     5  postgres
10:05:26 AM   122      7443    1.00    0.00    0.00    0.00    1.00     5  postgres
10:05:26 AM   122      7447    0.00    1.00    0.00    0.00    1.00     3  postgres
10:05:26 AM   122      7449    1.00    0.00    0.00    0.00    1.00     7  postgres
10:05:26 AM   122      7452    1.00    0.00    0.00    0.00    1.00     2  postgres
10:05:26 AM   122      7453    0.00    1.00    0.00    0.00    1.00     7  postgres
10:05:26 AM   122      7457    1.00    0.00    0.00    0.00    1.00     2  postgres
10:05:26 AM   122      7461    1.00    0.00    0.00    0.00    1.00     1  postgres
10:05:26 AM   122      7463    1.00    0.00    0.00    0.00    1.00     1  postgres
10:05:26 AM   122      7472    1.00    0.00    0.00    0.00    1.00     7  postgres
10:05:26 AM   122      7481    1.00    0.00    0.00    0.00    1.00     4  postgres
10:05:26 AM   122      7486    1.00    0.00    0.00    0.00    1.00     7  postgres
10:05:26 AM   122      7492    1.00    1.00    0.00    0.00    2.00     2  postgres
10:05:26 AM   122      7498    1.00    0.00    0.00    0.00    1.00     5  postgres
10:05:26 AM   122      7501    1.00    0.00    0.00    0.00    1.00     2  postgres
10:05:26 AM   122      7514    1.00    0.00    0.00    0.00    1.00     2  postgres
10:05:26 AM   122      7516    1.00    0.00    0.00    0.00    1.00     2  postgres
10:05:26 AM  1000      7542   73.00   27.00    0.00    0.00  100.00     2  load_generator
10:05:26 AM  1000      7548    3.00    4.00    0.00    0.00    7.00     5  pidstat

10:05:26 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:05:27 AM     0        18    0.00    1.00    0.00    0.00    1.00     6  rcu_preempt
10:05:27 AM  1000      4391    1.00    0.00    0.00    0.00    1.00     2  Isolated Web Co
10:05:27 AM  1000      4529   19.00   19.00    0.00    0.00   38.00     3  gnome-terminal-
10:05:27 AM     0      7137    0.00    3.00    0.00    0.00    3.00     6  kworker/u32:0-events_unbound
10:05:27 AM     0      7183    0.00    4.00    0.00    0.00    4.00     7  kworker/u32:9-events_unbound
10:05:27 AM  1000      7427   52.00   21.00    0.00    0.00   73.00     0  server
10:05:27 AM   122      7428    1.00    0.00    0.00    0.00    1.00     1  postgres
10:05:27 AM   122      7434    1.00    0.00    0.00    0.00    1.00     2  postgres
10:05:27 AM   122      7435    1.00    0.00    0.00    0.00    1.00     2  postgres
10:05:27 AM   122      7437    1.00    0.00    0.00    0.00    1.00     2  postgres
10:05:27 AM   122      7446    1.00    0.00    0.00    0.00    1.00     5  postgres
10:05:27 AM   122      7452    0.00    1.00    0.00    0.00    1.00     2  postgres
10:05:27 AM   122      7468    0.00    1.00    0.00    0.00    1.00     2  postgres
10:05:27 AM   122      7477    1.00    0.00    0.00    0.00    1.00     2  postgres
10:05:27 AM   122      7478    1.00    0.00    0.00    0.00    1.00     5  postgres
10:05:27 AM   122      7480    1.00    0.00    0.00    0.00    1.00     2  postgres
10:05:27 AM   122      7488    1.00    0.00    0.00    0.00    1.00     2  postgres
10:05:27 AM   122      7490    0.00    1.00    0.00    0.00    1.00     1  postgres
10:05:27 AM   122      7496    1.00    0.00    0.00    0.00    1.00     2  postgres
10:05:27 AM   122      7498    0.00    1.00    0.00    0.00    1.00     6  postgres
10:05:27 AM   122      7499    1.00    0.00    0.00    0.00    1.00     3  postgres
10:05:27 AM   122      7511    1.00    0.00    0.00    0.00    1.00     1  postgres
10:05:27 AM   122      7512    0.00    1.00    0.00    0.00    1.00     3  postgres
10:05:27 AM   122      7515    0.00    1.00    0.00    0.00    1.00     1  postgres
10:05:27 AM   122      7518    1.00    0.00    0.00    0.00    1.00     2  postgres
10:05:27 AM  1000      7542   69.00   30.00    0.00    0.00   99.00     2  load_generator
10:05:27 AM  1000      7548    2.00    5.00    0.00    0.00    7.00     5  pidstat

10:05:27 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:05:28 AM     0        99    0.00    1.00    0.00    0.00    1.00     3  hwrng
10:05:28 AM     0       691    0.00    1.00    0.00    0.00    1.00     0  irq/134-rtw88_pci
10:05:28 AM  1000      2698    1.00    0.00    0.00    0.00    1.00     6  tracker-miner-f
10:05:28 AM  1000      3068    1.00    0.00    0.00    0.00    1.00     1  code
10:05:28 AM  1000      3157    1.00    0.00    0.00    0.00    1.00     6  code
10:05:28 AM  1000      3195    1.00    0.00    0.00    0.00    1.00     6  code
10:05:28 AM  1000      4400    1.00    0.00    0.00    0.00    1.00     5  Isolated Web Co
10:05:28 AM  1000      4407    0.00    1.00    0.00    0.00    1.00     7  Web Content
10:05:28 AM  1000      4529   21.00   19.00    0.00    0.00   40.00     7  gnome-terminal-
10:05:28 AM     0      7137    0.00    3.00    0.00    0.00    3.00     6  kworker/u32:0-events_unbound
10:05:28 AM     0      7183    0.00    3.00    0.00    0.00    3.00     2  kworker/u32:9-events_unbound
10:05:28 AM     0      7202    0.00    2.00    0.00    0.00    2.00     6  kworker/u32:27-events_unbound
10:05:28 AM  1000      7427   54.00   22.00    0.00    0.00   76.00     0  server
10:05:28 AM   122      7431    0.00    1.00    0.00    0.00    1.00     2  postgres
10:05:28 AM   122      7433    1.00    0.00    0.00    0.00    1.00     2  postgres
10:05:28 AM   122      7438    1.00    0.00    0.00    0.00    1.00     3  postgres
10:05:28 AM   122      7440    1.00    0.00    0.00    0.00    1.00     3  postgres
10:05:28 AM   122      7442    1.00    0.00    0.00    0.00    1.00     2  postgres
10:05:28 AM   122      7455    1.00    0.00    0.00    0.00    1.00     2  postgres
10:05:28 AM   122      7459    1.00    0.00    0.00    0.00    1.00     3  postgres
10:05:28 AM   122      7462    1.00    0.00    0.00    0.00    1.00     2  postgres
10:05:28 AM   122      7465    1.00    0.00    0.00    0.00    1.00     5  postgres
10:05:28 AM   122      7466    1.00    0.00    0.00    0.00    1.00     2  postgres
10:05:28 AM   122      7468    1.00    0.00    0.00    0.00    1.00     2  postgres
10:05:28 AM   122      7483    0.00    1.00    0.00    0.00    1.00     3  postgres
10:05:28 AM   122      7490    1.00    0.00    0.00    0.00    1.00     2  postgres
10:05:28 AM   122      7493    1.00    0.00    0.00    0.00    1.00     2  postgres
10:05:28 AM   122      7495    1.00    0.00    0.00    0.00    1.00     1  postgres
