Linux 6.14.0-33-generic (revathy-Lenovo-ideapad-130-15IKB) 	11/20/2025 	_x86_64_	(8 CPU)

10:58:22 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:58:25 AM  1000      2138   24.00    8.00    0.00    0.00   32.00     6  gnome-shell
10:58:25 AM  1000      2499    0.00    1.00    0.00    0.00    1.00     6  goa-identity-se
10:58:25 AM  1000      4391    5.00    0.00    0.00    0.00    5.00     3  Isolated Web Co
10:58:25 AM  1000      4529   57.00   12.00    0.00    1.00   69.00     4  gnome-terminal-
10:58:25 AM  1000      6605    0.00    1.00    0.00    0.00    1.00     2  nautilus
10:58:25 AM     0      7137    0.00    4.00    0.00    1.00    4.00     2  kworker/u32:0-events_unbound
10:58:25 AM     0      7180    0.00    1.00    0.00    1.00    1.00     0  kworker/0:1-i915-unordered
10:58:25 AM     0      8067    0.00    1.00    0.00    0.00    1.00     7  kworker/u33:0-i915_flip
10:58:25 AM     0      8804    0.00    4.00    0.00    0.00    4.00     3  kworker/u32:2-events_unbound
10:58:25 AM  1000      9393   60.00   26.00    0.00    0.00   86.00     0  server
10:58:25 AM   122      9394    0.00    1.00    0.00    0.00    1.00     2  postgres
10:58:25 AM   122      9395    0.00    1.00    0.00    0.00    1.00     1  postgres
10:58:25 AM   122      9396    0.00    1.00    0.00    0.00    1.00     4  postgres
10:58:25 AM   122      9397    0.00    1.00    0.00    0.00    1.00     5  postgres
10:58:25 AM   122      9398    1.00    0.00    0.00    0.00    1.00     3  postgres
10:58:25 AM   122      9399    0.00    1.00    0.00    0.00    1.00     7  postgres
10:58:25 AM   122      9400    1.00    0.00    0.00    0.00    1.00     7  postgres
10:58:25 AM   122      9401    1.00    0.00    0.00    0.00    1.00     6  postgres
10:58:25 AM   122      9402    0.00    1.00    0.00    0.00    1.00     4  postgres
10:58:25 AM   122      9403    1.00    0.00    0.00    0.00    1.00     5  postgres
10:58:25 AM   122      9404    0.00    1.00    0.00    0.00    1.00     6  postgres
10:58:25 AM   122      9406    1.00    0.00    0.00    0.00    1.00     5  postgres
10:58:25 AM   122      9407    0.00    1.00    0.00    0.00    1.00     2  postgres
10:58:25 AM   122      9408    0.00    1.00    0.00    0.00    1.00     7  postgres
10:58:25 AM   122      9410    1.00    0.00    0.00    0.00    1.00     7  postgres
10:58:25 AM   122      9415    1.00    0.00    0.00    0.00    1.00     7  postgres
10:58:25 AM   122      9416    1.00    0.00    0.00    0.00    1.00     6  postgres
10:58:25 AM   122      9417    1.00    1.00    0.00    0.00    2.00     7  postgres
10:58:25 AM   122      9418    1.00    0.00    0.00    0.00    1.00     2  postgres
10:58:25 AM   122      9425    1.00    0.00    0.00    0.00    1.00     5  postgres
10:58:25 AM   122      9427    1.00    0.00    0.00    0.00    1.00     7  postgres
10:58:25 AM   122      9428    1.00    0.00    0.00    0.00    1.00     6  postgres
10:58:25 AM   122      9430    1.00    0.00    0.00    0.00    1.00     2  postgres
10:58:25 AM   122      9431    1.00    1.00    0.00    0.00    2.00     7  postgres
10:58:25 AM   122      9433    1.00    0.00    0.00    0.00    1.00     5  postgres
10:58:25 AM   122      9434    0.00    1.00    0.00    0.00    1.00     6  postgres
10:58:25 AM   122      9435    0.00    1.00    0.00    0.00    1.00     6  postgres
10:58:25 AM   122      9436    0.00    1.00    0.00    0.00    1.00     5  postgres
10:58:25 AM   122      9439    0.00    1.00    0.00    0.00    1.00     7  postgres
10:58:25 AM   122      9440    0.00    1.00    0.00    0.00    1.00     5  postgres
10:58:25 AM   122      9441    1.00    0.00    0.00    0.00    1.00     6  postgres
10:58:25 AM   122      9443    1.00    1.00    0.00    0.00    2.00     7  postgres
10:58:25 AM   122      9444    0.00    1.00    0.00    0.00    1.00     7  postgres
10:58:25 AM   122      9446    0.00    1.00    0.00    0.00    1.00     7  postgres
10:58:25 AM   122      9448    1.00    0.00    0.00    0.00    1.00     2  postgres
10:58:25 AM   122      9449    1.00    0.00    0.00    0.00    1.00     7  postgres
10:58:25 AM   122      9452    0.00    1.00    0.00    0.00    1.00     2  postgres
10:58:25 AM   122      9454    0.00    1.00    0.00    0.00    1.00     7  postgres
10:58:25 AM   122      9456    0.00    1.00    0.00    0.00    1.00     1  postgres
10:58:25 AM   122      9457    1.00    0.00    0.00    0.00    1.00     7  postgres
10:58:25 AM   122      9458    0.00    1.00    0.00    0.00    1.00     5  postgres
10:58:25 AM   122      9460    0.00    1.00    0.00    0.00    1.00     2  postgres
10:58:25 AM   122      9461    1.00    1.00    0.00    0.00    2.00     2  postgres
10:58:25 AM   122      9464    0.00    1.00    0.00    0.00    1.00     7  postgres
10:58:25 AM   122      9466    1.00    0.00    0.00    0.00    1.00     4  postgres
10:58:25 AM   122      9467    0.00    1.00    0.00    0.00    1.00     1  postgres
10:58:25 AM   122      9468    1.00    0.00    0.00    0.00    1.00     2  postgres
10:58:25 AM   122      9469    1.00    0.00    0.00    0.00    1.00     4  postgres
10:58:25 AM   122      9470    1.00    0.00    0.00    0.00    1.00     6  postgres
10:58:25 AM   122      9471    0.00    1.00    0.00    0.00    1.00     3  postgres
10:58:25 AM   122      9472    0.00    1.00    0.00    0.00    1.00     4  postgres
10:58:25 AM   122      9480    0.00    1.00    0.00    0.00    1.00     7  postgres
10:58:25 AM   122      9481    1.00    0.00    0.00    0.00    1.00     1  postgres
10:58:25 AM   122      9485    0.00    1.00    0.00    0.00    1.00     7  postgres
10:58:25 AM   122      9486    1.00    0.00    0.00    0.00    1.00     1  postgres
10:58:25 AM  1000      9505    4.00    5.00    0.00    0.00    9.00     5  pidstat
10:58:25 AM  1000      9511   76.00   33.00    0.00    0.00  109.00     1  load_generator

10:58:25 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:58:26 AM     0        18    0.00    1.00    0.00    1.00    1.00     6  rcu_preempt
10:58:26 AM  1000      2138   37.00    9.00    0.00    2.00   46.00     3  gnome-shell
10:58:26 AM  1000      2307    3.00    0.00    0.00    1.00    3.00     6  ibus-daemon
10:58:26 AM  1000      2507    1.00    0.00    0.00    0.00    1.00     4  ibus-extension-
10:58:26 AM  1000      2616    1.00    0.00    0.00    0.00    1.00     7  ibus-engine-sim
10:58:26 AM  1000      2699    1.00    0.00    0.00    0.00    1.00     1  xdg-desktop-por
10:58:26 AM  1000      3157    1.00    0.00    0.00    0.00    1.00     6  code
10:58:26 AM  1000      3195    1.00    0.00    0.00    0.00    1.00     5  code
10:58:26 AM  1000      3457    0.00    1.00    0.00    0.00    1.00     3  cpptools
10:58:26 AM  1000      3862    1.00    1.00    0.00    0.00    2.00     1  firefox
10:58:26 AM  1000      4391  106.00    2.00    0.00    1.00  108.00     2  Isolated Web Co
10:58:26 AM  1000      4400    1.00    0.00    0.00    0.00    1.00     6  Isolated Web Co
10:58:26 AM  1000      4529   57.00   15.00    0.00    2.00   72.00     2  gnome-terminal-
10:58:26 AM     0      7137    0.00    5.00    0.00    1.00    5.00     5  kworker/u32:0-events_unbound
10:58:26 AM  1000      7401    2.00    2.00    0.00    0.00    4.00     5  top
10:58:26 AM     0      8067    0.00    1.00    0.00    1.00    1.00     7  kworker/u33:0+i915_flip
10:58:26 AM     0      8297    0.00    2.00    0.00    0.00    2.00     1  kworker/u32:1-events_unbound
10:58:26 AM     0      8804    0.00    3.00    0.00    1.00    3.00     7  kworker/u32:2-events_unbound
10:58:26 AM  1000      9393   68.00   27.00    0.00    0.00   95.00     0  server
10:58:26 AM   122      9394    1.00    0.00    0.00    0.00    1.00     7  postgres
10:58:26 AM   122      9395    1.00    0.00    0.00    0.00    1.00     6  postgres
10:58:26 AM   122      9396    1.00    0.00    0.00    0.00    1.00     4  postgres
10:58:26 AM   122      9397    1.00    0.00    0.00    0.00    1.00     6  postgres
10:58:26 AM   122      9399    1.00    0.00    0.00    0.00    1.00     7  postgres
10:58:26 AM   122      9402    1.00    0.00    0.00    0.00    1.00     5  postgres
10:58:26 AM   122      9404    1.00    0.00    0.00    0.00    1.00     6  postgres
10:58:26 AM   122      9405    1.00    0.00    0.00    0.00    1.00     6  postgres
10:58:26 AM   122      9406    0.00    1.00    0.00    0.00    1.00     4  postgres
10:58:26 AM   122      9408    1.00    0.00    0.00    0.00    1.00     7  postgres
10:58:26 AM   122      9410    0.00    1.00    0.00    0.00    1.00     7  postgres
10:58:26 AM   122      9411    0.00    1.00    0.00    0.00    1.00     6  postgres
10:58:26 AM   122      9412    1.00    1.00    0.00    0.00    2.00     6  postgres
10:58:26 AM   122      9413    1.00    0.00    0.00    0.00    1.00     6  postgres
10:58:26 AM   122      9419    1.00    1.00    0.00    0.00    2.00     5  postgres
10:58:26 AM   122      9421    1.00    0.00    0.00    0.00    1.00     4  postgres
10:58:26 AM   122      9424    1.00    0.00    0.00    0.00    1.00     4  postgres
10:58:26 AM   122      9426    1.00    0.00    0.00    0.00    1.00     3  postgres
10:58:26 AM   122      9429    0.00    1.00    0.00    0.00    1.00     4  postgres
10:58:26 AM   122      9432    0.00    1.00    0.00    0.00    1.00     4  postgres
10:58:26 AM   122      9434    1.00    0.00    0.00    0.00    1.00     5  postgres
10:58:26 AM   122      9435    1.00    0.00    0.00    0.00    1.00     6  postgres
10:58:26 AM   122      9436    1.00    0.00    0.00    0.00    1.00     5  postgres
10:58:26 AM   122      9438    0.00    1.00    0.00    0.00    1.00     1  postgres
10:58:26 AM   122      9441    1.00    0.00    0.00    0.00    1.00     5  postgres
10:58:26 AM   122      9442    0.00    1.00    0.00    0.00    1.00     6  postgres
10:58:26 AM   122      9444    1.00    0.00    0.00    0.00    1.00     7  postgres
10:58:26 AM   122      9445    1.00    0.00    0.00    0.00    1.00     5  postgres
10:58:26 AM   122      9452    1.00    0.00    0.00    0.00    1.00     5  postgres
10:58:26 AM   122      9455    0.00    1.00    0.00    0.00    1.00     5  postgres
10:58:26 AM   122      9458    1.00    0.00    0.00    0.00    1.00     7  postgres
10:58:26 AM   122      9462    1.00    0.00    0.00    0.00    1.00     3  postgres
10:58:26 AM   122      9463    0.00    1.00    0.00    0.00    1.00     2  postgres
10:58:26 AM   122      9472    1.00    0.00    0.00    0.00    1.00     5  postgres
10:58:26 AM   122      9473    1.00    0.00    0.00    0.00    1.00     3  postgres
10:58:26 AM   122      9475    1.00    0.00    0.00    0.00    1.00     5  postgres
10:58:26 AM   122      9476    1.00    0.00    0.00    0.00    1.00     5  postgres
10:58:26 AM   122      9477    1.00    0.00    0.00    0.00    1.00     5  postgres
10:58:26 AM   122      9479    1.00    1.00    0.00    0.00    2.00     5  postgres
10:58:26 AM   122      9482    1.00    0.00    0.00    0.00    1.00     6  postgres
10:58:26 AM   122      9484    1.00    0.00    0.00    0.00    1.00     5  postgres
10:58:26 AM   122      9485    1.00    0.00    0.00    0.00    1.00     2  postgres
10:58:26 AM   122      9487    0.00    1.00    0.00    0.00    1.00     1  postgres
10:58:26 AM   122      9488    1.00    1.00    0.00    0.00    2.00     4  postgres
10:58:26 AM  1000      9505    3.00    7.00    0.00    0.00   10.00     1  pidstat
10:58:26 AM  1000      9511   79.00   36.00    0.00    0.00  115.00     1  load_generator

10:58:26 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:58:27 AM     0        17    0.00    1.00    0.00    0.00    1.00     0  ksoftirqd/0
10:58:27 AM     0        18    0.00    1.00    0.00    0.00    1.00     3  rcu_preempt
10:58:27 AM     0       486    0.00    1.00    0.00    0.00    1.00     0  irq/80-ELAN0620:01
10:58:27 AM  1000      2138   28.00    8.00    0.00    1.00   36.00     4  gnome-shell
10:58:27 AM  1000      2307    1.00    0.00    0.00    0.00    1.00     2  ibus-daemon
10:58:27 AM  1000      4529   59.00   12.00    0.00    1.00   71.00     5  gnome-terminal-
10:58:27 AM     0      7044    0.00    1.00    0.00    0.00    1.00     6  kworker/6:2-events
10:58:27 AM     0      7137    0.00    4.00    0.00    0.00    4.00     1  kworker/u32:0-events_unbound
10:58:27 AM     0      7180    0.00    1.00    0.00    1.00    1.00     0  kworker/0:1-i915-unordered
10:58:27 AM     0      8067    0.00    1.00    0.00    0.00    1.00     1  kworker/u33:0-i915_flip
10:58:27 AM     0      8297    0.00    3.00    0.00    0.00    3.00     7  kworker/u32:1-events_unbound
10:58:27 AM     0      8804    0.00    2.00    0.00    0.00    2.00     3  kworker/u32:2-events_unbound
10:58:27 AM  1000      9393   63.00   24.00    0.00    0.00   87.00     0  server
10:58:27 AM   122      9398    0.00    1.00    0.00    0.00    1.00     4  postgres
10:58:27 AM   122      9405    0.00    1.00    0.00    0.00    1.00     2  postgres
10:58:27 AM   122      9407    1.00    0.00    0.00    0.00    1.00     7  postgres
10:58:27 AM   122      9409    1.00    0.00    0.00    0.00    1.00     5  postgres
10:58:27 AM   122      9410    1.00    0.00    0.00    0.00    1.00     5  postgres
10:58:27 AM   122      9411    1.00    0.00    0.00    0.00    1.00     6  postgres
10:58:27 AM   122      9415    0.00    1.00    0.00    0.00    1.00     7  postgres
10:58:27 AM   122      9420    1.00    0.00    0.00    0.00    1.00     4  postgres
10:58:27 AM   122      9422    1.00    0.00    0.00    0.00    1.00     5  postgres
10:58:27 AM   122      9423    1.00    0.00    0.00    0.00    1.00     5  postgres
10:58:27 AM   122      9424    0.00    1.00    0.00    0.00    1.00     5  postgres
10:58:27 AM   122      9425    0.00    1.00    0.00    0.00    1.00     7  postgres
10:58:27 AM   122      9428    1.00    0.00    0.00    0.00    1.00     6  postgres
10:58:27 AM   122      9431    1.00    0.00    0.00    0.00    1.00     2  postgres
10:58:27 AM   122      9432    1.00    0.00    0.00    0.00    1.00     7  postgres
10:58:27 AM   122      9437    1.00    1.00    0.00    0.00    2.00     4  postgres
10:58:27 AM   122      9440    1.00    0.00    0.00    0.00    1.00     5  postgres
10:58:27 AM   122      9442    1.00    0.00    0.00    0.00    1.00     5  postgres
10:58:27 AM   122      9446    1.00    0.00    0.00    0.00    1.00     4  postgres
10:58:27 AM   122      9447    1.00    0.00    0.00    0.00    1.00     4  postgres
10:58:27 AM   122      9450    1.00    1.00    0.00    0.00    2.00     3  postgres
10:58:27 AM   122      9451    0.00    1.00    0.00    0.00    1.00     5  postgres
10:58:27 AM   122      9453    0.00    1.00    0.00    0.00    1.00     4  postgres
10:58:27 AM   122      9454    1.00    0.00    0.00    0.00    1.00     6  postgres
10:58:27 AM   122      9462    0.00    1.00    0.00    0.00    1.00     3  postgres
10:58:27 AM   122      9463    1.00    0.00    0.00    0.00    1.00     1  postgres
10:58:27 AM   122      9464    1.00    0.00    0.00    0.00    1.00     7  postgres
10:58:27 AM   122      9465    1.00    0.00    0.00    0.00    1.00     7  postgres
10:58:27 AM   122      9467    1.00    0.00    0.00    0.00    1.00     3  postgres
10:58:27 AM   122      9478    1.00    0.00    0.00    0.00    1.00     1  postgres
10:58:27 AM   122      9480    1.00    0.00    0.00    0.00    1.00     3  postgres
10:58:27 AM   122      9482    0.00    1.00    0.00    0.00    1.00     3  postgres
10:58:27 AM   122      9483    0.00    1.00    0.00    0.00    1.00     5  postgres
10:58:27 AM   122      9489    1.00    0.00    0.00    0.00    1.00     6  postgres
10:58:27 AM  1000      9505    3.00    4.00    0.00    0.00    7.00     2  pidstat
10:58:27 AM  1000      9511   74.00   32.00    0.00    0.00  106.00     1  load_generator

10:58:27 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:58:28 AM  1000      2138    6.00    3.00    0.00    0.00    9.00     2  gnome-shell
10:58:28 AM  1000      2307    3.00    1.00    0.00    0.00    4.00     7  ibus-daemon
10:58:28 AM  1000      2507    1.00    0.00    0.00    0.00    1.00     0  ibus-extension-
10:58:28 AM  1000      2616    1.00    0.00    0.00    0.00    1.00     0  ibus-engine-sim
10:58:28 AM  1000      2930    0.00    1.00    0.00    0.00    1.00     7  gsd-xsettings
10:58:28 AM  1000      3068    0.00    1.00    0.00    0.00    1.00     6  code
10:58:28 AM  1000      3195    0.00    1.00    0.00    0.00    1.00     6  code
10:58:28 AM  1000      4391    1.00    0.00    0.00    0.00    1.00     2  Isolated Web Co
10:58:28 AM  1000      4529   32.00   22.00    0.00    0.00   54.00     4  gnome-terminal-
10:58:28 AM     0      7137    0.00    5.00    0.00    0.00    5.00     6  kworker/u32:0-events_unbound
10:58:28 AM     0      8297    0.00    1.00    0.00    1.00    1.00     5  kworker/u32:1-events_unbound
10:58:28 AM     0      8804    0.00    3.00    0.00    0.00    3.00     7  kworker/u32:2-events_unbound
10:58:28 AM  1000      9393   74.00   24.00    0.00    0.00   98.00     0  server
10:58:28 AM   122      9395    1.00    0.00    0.00    0.00    1.00     4  postgres
10:58:28 AM   122      9400    1.00    1.00    0.00    0.00    2.00     6  postgres
10:58:28 AM   122      9401    1.00    0.00    0.00    0.00    1.00     2  postgres
10:58:28 AM   122      9406    1.00    0.00    0.00    0.00    1.00     5  postgres
10:58:28 AM   122      9409    0.00    1.00    0.00    0.00    1.00     6  postgres
10:58:28 AM   122      9414    1.00    1.00    0.00    0.00    2.00     3  postgres
10:58:28 AM   122      9420    0.00    1.00    0.00    0.00    1.00     2  postgres
10:58:28 AM   122      9422    0.00    1.00    0.00    0.00    1.00     5  postgres
10:58:28 AM   122      9429    1.00    0.00    0.00    0.00    1.00     7  postgres
10:58:28 AM   122      9433    1.00    1.00    0.00    0.00    2.00     3  postgres
10:58:28 AM   122      9434    1.00    0.00    0.00    0.00    1.00     6  postgres
10:58:28 AM   122      9438    1.00    0.00    0.00    0.00    1.00     5  postgres
10:58:28 AM   122      9445    0.00    1.00    0.00    0.00    1.00     7  postgres
10:58:28 AM   122      9448    0.00    1.00    0.00    0.00    1.00     6  postgres
10:58:28 AM   122      9451    1.00    0.00    0.00    0.00    1.00     6  postgres
10:58:28 AM   122      9453    1.00    0.00    0.00    0.00    1.00     6  postgres
10:58:28 AM   122      9456    1.00    0.00    0.00    0.00    1.00     5  postgres
10:58:28 AM   122      9457    0.00    1.00    0.00    0.00    1.00     1  postgres
10:58:28 AM   122      9466    0.00    1.00    0.00    0.00    1.00     3  postgres
10:58:28 AM   122      9468    1.00    0.00    0.00    0.00    1.00     6  postgres
10:58:28 AM   122      9469    1.00    0.00    0.00    0.00    1.00     1  postgres
10:58:28 AM   122      9471    1.00    0.00    0.00    0.00    1.00     5  postgres
10:58:28 AM   122      9472    1.00    0.00    0.00    0.00    1.00     5  postgres
10:58:28 AM   122      9474    1.00    0.00    0.00    0.00    1.00     4  postgres
10:58:28 AM   122      9475    0.00    1.00    0.00    0.00    1.00     6  postgres
10:58:28 AM   122      9484    0.00    1.00    0.00    0.00    1.00     5  postgres
10:58:28 AM   122      9489    0.00    1.00    0.00    0.00    1.00     7  postgres
10:58:28 AM  1000      9505    4.00    5.00    0.00    0.00    9.00     1  pidstat
10:58:28 AM  1000      9511   83.00   38.00    0.00    0.00  121.00     1  load_generator

10:58:28 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:58:29 AM     0        18    0.00    1.00    0.00    0.00    1.00     4  rcu_preempt
10:58:29 AM  1000      2138    1.00    1.00    0.00    0.00    2.00     3  gnome-shell
10:58:29 AM  1000      2340    1.00    0.00    0.00    0.00    1.00     4  gsd-sharing
10:58:29 AM  1000      4344    0.00    1.00    0.00    0.00    1.00     1  Privileged Cont
10:58:29 AM  1000      4391    1.00    0.00    0.00    0.00    1.00     4  Isolated Web Co
10:58:29 AM  1000      4407    1.00    0.00    0.00    0.00    1.00     3  Web Content
10:58:29 AM  1000      4529   28.00   23.00    0.00    0.00   51.00     1  gnome-terminal-
10:58:29 AM     0      7137    0.00    5.00    0.00    1.00    5.00     4  kworker/u32:0-events_unbound
10:58:29 AM  1000      7401    2.00    2.00    0.00    0.00    4.00     5  top
10:58:29 AM     0      8804    0.00    5.00    0.00    0.00    5.00     7  kworker/u32:2-events_unbound
10:58:29 AM  1000      9393   72.00   27.00    0.00    0.00   99.00     0  server
10:58:29 AM   122      9398    1.00    0.00    0.00    0.00    1.00     6  postgres
10:58:29 AM   122      9399    1.00    0.00    0.00    0.00    1.00     7  postgres
10:58:29 AM   122      9401    0.00    1.00    0.00    0.00    1.00     2  postgres
10:58:29 AM   122      9412    1.00    0.00    0.00    0.00    1.00     1  postgres
10:58:29 AM   122      9413    1.00    0.00    0.00    0.00    1.00     6  postgres
10:58:29 AM   122      9417    1.00    0.00    0.00    0.00    1.00     4  postgres
10:58:29 AM   122      9419    1.00    0.00    0.00    0.00    1.00     7  postgres
10:58:29 AM   122      9423    0.00    1.00    0.00    0.00    1.00     5  postgres
10:58:29 AM   122      9426    0.00    1.00    0.00    0.00    1.00     6  postgres
10:58:29 AM   122      9439    1.00    0.00    0.00    0.00    1.00     4  postgres
10:58:29 AM   122      9442    1.00    0.00    0.00    0.00    1.00     7  postgres
10:58:29 AM   122      9443    1.00    0.00    0.00    0.00    1.00     1  postgres
10:58:29 AM   122      9444    1.00    0.00    0.00    0.00    1.00     5  postgres
10:58:29 AM   122      9447    0.00    1.00    0.00    0.00    1.00     2  postgres
10:58:29 AM   122      9448    1.00    0.00    0.00    0.00    1.00     6  postgres
10:58:29 AM   122      9457    1.00    0.00    0.00    0.00    1.00     3  postgres
10:58:29 AM   122      9458    1.00    0.00    0.00    0.00    1.00     4  postgres
10:58:29 AM   122      9460    1.00    0.00    0.00    0.00    1.00     7  postgres
10:58:29 AM   122      9465    0.00    1.00    0.00    0.00    1.00     7  postgres
10:58:29 AM   122      9470    1.00    1.00    0.00    0.00    2.00     6  postgres
10:58:29 AM   122      9473    1.00    0.00    0.00    0.00    1.00     5  postgres
10:58:29 AM   122      9474    0.00    1.00    0.00    0.00    1.00     6  postgres
10:58:29 AM   122      9475    1.00    0.00    0.00    0.00    1.00     6  postgres
10:58:29 AM   122      9478    0.00    1.00    0.00    0.00    1.00     5  postgres
10:58:29 AM   122      9484    1.00    0.00    0.00    0.00    1.00     5  postgres
10:58:29 AM   122      9487    1.00    0.00    0.00    0.00    1.00     6  postgres
10:58:29 AM   122      9488    1.00    0.00    0.00    0.00    1.00     5  postgres
10:58:29 AM  1000      9505    2.00    6.00    0.00    0.00    8.00     5  pidstat
10:58:29 AM  1000      9511   91.00   38.00    0.00    0.00  129.00     1  load_generator

10:58:29 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:58:30 AM     0         1    1.00    1.00    0.00    0.00    2.00     3  systemd
10:58:30 AM     0        18    0.00    1.00    0.00    0.00    1.00     5  rcu_preempt
10:58:30 AM     0       691    0.00    1.00    0.00    0.00    1.00     0  irq/134-rtw88_pci
10:58:30 AM   990       747    1.00    0.00    0.00    0.00    1.00     6  systemd-oomd
10:58:30 AM   101       759    1.00    0.00    0.00    0.00    1.00     7  dbus-daemon
10:58:30 AM     0       851    1.00    0.00    0.00    0.00    1.00     7  NetworkManager
10:58:30 AM  1000      3185    1.00    0.00    0.00    0.00    1.00     7  code
10:58:30 AM  1000      3195    1.00    0.00    0.00    0.00    1.00     7  code
10:58:30 AM  1000      3862    1.00    0.00    0.00    0.00    1.00     5  firefox
10:58:30 AM  1000      4400    0.00    1.00    0.00    0.00    1.00     7  Isolated Web Co
10:58:30 AM  1000      4529   27.00   24.00    0.00    0.00   51.00     4  gnome-terminal-
10:58:30 AM     0      6825    0.00    1.00    0.00    0.00    1.00     1  kworker/1:2-events
10:58:30 AM     0      7137    0.00    1.00    0.00    0.00    1.00     6  kworker/u32:0-events_unbound
10:58:30 AM     0      8297    0.00    3.00    0.00    0.00    3.00     7  kworker/u32:1-events_unbound
10:58:30 AM     0      8804    0.00    6.00    0.00    0.00    6.00     6  kworker/u32:2-events_unbound
10:58:30 AM  1000      9393   72.00   25.00    0.00    0.00   97.00     0  server
10:58:30 AM   122      9394    1.00    0.00    0.00    0.00    1.00     1  postgres
10:58:30 AM   122      9397    1.00    0.00    0.00    0.00    1.00     5  postgres
10:58:30 AM   122      9402    1.00    0.00    0.00    0.00    1.00     2  postgres
10:58:30 AM   122      9403    0.00    1.00    0.00    0.00    1.00     5  postgres
10:58:30 AM   122      9406    1.00    0.00    0.00    0.00    1.00     7  postgres
10:58:30 AM   122      9407    1.00    0.00    0.00    0.00    1.00     7  postgres
10:58:30 AM   122      9415    1.00    0.00    0.00    0.00    1.00     1  postgres
10:58:30 AM   122      9416    1.00    0.00    0.00    0.00    1.00     4  postgres
